,LST,flaeche,buildup,imprevious,DGM,NDVI
24142,38.117841040000044,84.76358490171678,0.0,100.0,296.447265625,0.2141758352518081
24149,37.00299685000003,400.0,1.0,100.0,295.7040100097656,0.0758997201919555
24152,33.52383227000003,58.63100525974899,0.0,46.0,332.81500244140625,0.390932023525238
24153,32.81972015000003,4.35882824974933,0.0,13.0,314.1517639160156,0.6191202402114868
24154,34.34861948500002,17.76642539906364,0.0,0.0,348.30078125,0.6618949770927429
24160,32.734269650000044,209.23701430397557,0.0,39.0,339.2952575683594,0.460865318775177
24161,32.841652445000015,123.73264254609164,1.0,54.0,320.85601806640625,0.4249891638755798
24162,33.917189405000016,25.53705000959877,0.0,0.0,337.8387756347656,0.6127045154571533
24171,33.39964421000002,43.98102189517576,0.0,33.0,293.635498046875,0.570845365524292
24174,34.65671601000001,2.621842748551932,0.0,0.0,368.8575134277344,0.4079891741275787
24175,29.542693475000004,12.172053001887098,0.0,0.0,388.0735168457031,0.7761049866676331
24176,34.541832560000024,141.5903249576474,1.0,87.0,324.2470092773437,0.5797645449638367
24178,33.87000174000002,62.33001675800555,0.0,21.0,347.96551513671875,0.6274374723434448
24181,33.335556335000014,102.83746269888928,1.0,80.0,336.3275146484375,0.4113804996013641
24185,34.00121573000001,3.2670288495371373,1.0,51.0,305.7885131835937,0.6294779181480408
24187,37.69922853500003,327.88583349723035,1.0,100.0,296.73101806640625,0.2137925177812576
24189,35.21318865500002,10.783379749338968,0.0,12.0,323.978271484375,0.6366739869117737
24195,31.157233200000025,62.19753620628954,0.0,9.0,350.7167663574219,0.6946446895599365
24198,36.385474570000014,48.12607889940914,1.0,71.0,288.9125061035156,0.5241593718528748
24199,34.51363389500004,73.86088869705243,0.0,24.0,339.4817810058594,0.3726665377616882
24200,36.78832620500002,77.96325889265107,1.0,38.0,289.7465209960937,0.5724214911460876
24203,32.19934952,33.33333220146398,0.0,32.0,333.6322631835937,0.6948947906494141
24207,33.617258150000026,90.77765551144007,0.0,11.0,306.7400207519531,0.6250061392784119
24211,33.62020144500002,138.12311645843792,0.0,71.0,353.12127685546875,0.5653057098388672
24212,35.17900845500003,155.2715074518555,0.0,24.0,295.5085144042969,0.4938150346279144
24215,36.874156485,164.00893370001262,0.0,18.0,290.3685302734375,0.6858885288238525
24221,35.72959451000001,400.0,1.0,92.0,298.8545227050781,0.3519558012485504
24223,33.68390954000003,193.2700379941632,1.0,73.0,344.030029296875,0.5771968960762024
24227,33.647450660000025,155.53585494562307,0.0,11.0,328.4852600097656,0.5792365670204163
24231,34.41650516000004,137.40154309469497,0.0,36.0,321.4482727050781,0.4967649579048157
24232,32.611695655000005,5.264826501479013,0.0,0.0,365.1380004882813,0.4768474698066711
24244,31.815012160000038,42.26173032245858,1.0,39.0,341.66851806640625,0.5640537738800049
24247,34.546674755000026,89.04100089965664,0.0,38.0,334.7145080566406,0.6409357786178589
24251,34.493125775000024,204.46154149707,1.0,44.0,289.4827575683594,0.611544668674469
24253,35.13599837000004,13.732490926408015,0.0,42.0,343.2235107421875,0.5523592233657837
24255,33.424234965000025,20.469295551506814,1.0,55.0,318.2460327148437,0.5711230635643005
24261,33.76166949500001,50.61557770127988,0.0,67.0,379.603515625,0.5740067958831787
24263,34.34130872000003,45.30479509378703,0.0,46.0,347.14849853515625,0.4382171332836151
24265,34.71767070000002,126.51341820706716,1.0,54.0,322.5270080566406,0.5731928944587708
24272,34.28785468500005,103.21752844792572,1.0,68.0,335.1542663574219,0.4631637036800384
24277,34.241616470000025,4.44318831299769,1.0,55.0,345.249755859375,0.5082438588142395
24278,33.642893300000026,14.760751398111925,0.0,45.0,305.91851806640625,0.6467428207397461
24282,35.57844206999999,119.0416833505294,1.0,59.0,306.30926513671875,0.382868230342865
24283,34.357924094999994,84.21480690948479,1.0,75.0,328.48651123046875,0.4097609519958496
24289,38.03875185500005,24.359397098791124,1.0,94.0,288.9175109863281,0.3815031945705414
24291,32.97808841000001,4.12848245066275,0.0,7.0,367.56451416015625,0.5687880516052246
24293,35.07200544000001,35.50264119901466,1.0,87.0,340.1750183105469,0.4092355966567993
24302,37.142091274999984,106.29269235303671,1.0,57.0,291.7650146484375,0.5057942271232605
24304,32.90716449500002,69.81235024270387,0.0,25.0,322.6952514648437,0.6473532319068909
24305,33.30935151500004,69.45178590844974,0.0,76.0,373.7512817382813,0.5052376389503479
24308,35.328261995000005,10.780628798698327,0.0,31.0,298.9615173339844,0.6554668545722961
24318,34.16945827000002,51.80450046772542,0.0,49.0,295.1630249023437,0.5384464859962463
24319,35.716492100000025,195.19192220271265,1.0,95.0,343.7222595214844,0.3407754004001617
24320,34.87993170500002,81.80803280007315,0.0,34.0,322.6385192871094,0.5795148015022278
24321,30.70880796500003,121.30558883475024,0.0,31.0,315.8162536621094,0.6779223680496216
24322,34.63241009000002,94.97496375996532,1.0,50.0,338.63751220703125,0.4814068377017975
24323,33.18601795999998,131.83100000023842,1.0,39.0,362.9145202636719,0.6387766003608704
24327,37.97352464000002,20.428840490168323,1.0,100.0,297.7647705078125,0.125218391418457
24329,33.153546770000034,89.6974633537531,0.0,14.0,341.916259765625,0.6641928553581238
24336,36.88270153500001,72.7434102915396,1.0,46.0,291.95025634765625,0.5256211757659912
24337,33.094965705000035,182.6958889975465,1.0,40.0,316.33599853515625,0.6261054277420044
24338,33.41730398000001,33.24003864627481,0.0,19.0,352.0897521972656,0.653689444065094
24339,35.018646350000004,21.022666905433567,0.0,36.0,286.9197692871094,0.4076068699359894
24346,32.605524230000015,4.395270372882425,0.0,35.0,369.14752197265625,0.4044991731643677
24348,33.97671992000002,15.33483744857604,1.0,46.0,334.6432800292969,0.6477499604225159
24351,33.932285660000026,94.132160467043,0.0,37.0,293.405029296875,0.5953665375709534
24361,32.82627135500004,94.61909654747606,0.0,12.0,316.0715026855469,0.5992917418479919
24363,33.81692748500002,163.41951793577945,1.0,88.0,340.7777709960937,0.4214362800121307
24371,34.53784487000001,80.73286774183418,0.0,31.0,381.6997680664063,0.552079439163208
24373,31.02896250500004,17.68751300136865,0.0,0.0,323.4460144042969,0.7679070830345154
24375,31.150302215000032,3.405381199647944,0.0,31.0,356.6215209960937,0.6543068289756775
24383,37.88266227500005,2.0857216504580904,1.0,100.0,301.8232727050781,0.1723329871892929
24385,33.31191503000001,10.26545805105466,0.0,12.0,329.50250244140625,0.6307950019836426
24389,36.748449305,171.26692448333802,1.0,100.0,290.20477294921875,0.3365292549133301
24390,34.74890760500001,124.67037060549848,1.0,85.0,342.33477783203125,0.4272209107875824
24392,34.13850620000003,106.36276431043449,1.0,93.0,316.66326904296875,0.4758397042751312
24394,30.97171067000002,11.839485606131111,0.0,0.0,312.98553466796875,0.6754667162895203
24395,35.647751920000026,161.47960040631125,1.0,85.0,345.4585266113281,0.4865463078022003
24396,33.90180831500004,36.03395220334799,0.0,6.0,354.269287109375,0.5690215826034546
24399,34.71596169000002,139.9244873540891,1.0,58.0,353.8940124511719,0.4358605146408081
24402,34.40739044000004,219.46260924397336,1.0,95.0,300.4862670898437,0.4412434101104736
24403,32.51760516000001,59.83698695054469,0.0,4.0,346.5595092773437,0.6409028768539429
24409,33.83202373999999,145.25025080823977,1.0,38.0,370.9077758789063,0.5915627479553223
24412,38.86192500500003,166.87723860200686,1.0,72.0,290.03076171875,0.4152878522872925
24413,37.57589498000005,193.58557037011707,1.0,73.0,291.62701416015625,0.3647218644618988
24414,35.419504139999994,396.8904534531324,1.0,100.0,291.3102722167969,0.1746223419904709
24417,37.228396280000034,40.82955303345874,0.0,33.0,285.9760131835937,0.5115563273429871
24421,36.493237145000045,194.96211302096805,1.0,100.0,286.8810119628906,0.1022771596908569
24423,33.533041935,205.3972468010592,0.0,64.0,379.6780395507813,0.5547226667404175
24430,30.656398325,10.254220999564229,0.0,0.0,342.27978515625,0.7279608249664307
24437,30.834894925000043,11.643827749785393,0.0,35.0,325.227783203125,0.6664172410964966
24439,33.96238322500003,114.63367445337737,1.0,64.0,316.60302734375,0.5463783740997314
24442,36.20469929000001,53.31060080750402,1.0,42.0,289.6677551269531,0.4465618729591369
24446,34.373590020000016,316.26280341542576,0.0,0.0,373.7440185546875,0.1062642633914947
24451,36.57128193500003,351.43621899925097,1.0,100.0,293.8132629394531,0.2065938860177993
24456,40.49754252,331.11151395700875,1.0,100.0,297.9510192871094,0.0634424611926078
24461,32.36996568500004,0.2536935497286401,0.0,29.0,326.5875244140625,0.6395379304885864
24469,33.19228433000002,19.68032189858277,0.0,39.0,339.10650634765625,0.6279405355453491
24473,34.30484984000001,11.382070750064685,0.0,40.0,380.6570129394531,0.5777097344398499
24478,40.51738602500002,220.7829999923706,1.0,99.0,288.16949462890625,0.5142987370491028
24482,34.95997034000003,98.61850378875609,1.0,48.0,304.280517578125,0.4711095988750458
24484,31.78491459500004,98.11525414933584,1.0,69.0,327.8485107421875,0.2984665036201477
24485,34.64522766500001,123.84644624886168,0.0,20.0,313.5165100097656,0.4871143400669098
24487,34.84546667000001,169.02042534652074,1.0,70.0,358.822998046875,0.4394175112247467
24508,33.610137275,105.9608219158518,0.0,22.0,283.98876953125,0.577518880367279
24511,33.52383227000005,91.19978599325545,0.0,45.0,321.48101806640625,0.4540314376354217
24513,31.31636102000001,82.2341380065319,1.0,39.0,346.1905212402344,0.69834965467453
24514,33.638051105,91.35793365453512,0.0,24.0,352.9517822265625,0.4845533072948456
24520,34.59395736500002,79.41660671192412,1.0,86.0,301.1255187988281,0.4160257875919342
24521,33.13094986000002,7.427600449976865,1.0,20.0,337.1532592773437,0.6810540556907654
24526,35.015228330000014,0.1272937247982207,0.0,59.0,327.5972595214844,0.536421000957489
24529,36.358510190000025,151.41387739093423,1.0,100.0,300.718017578125,0.2411613464355468
24532,33.48993690500001,15.040174798672426,0.0,24.0,293.801513671875,0.621975302696228
24533,34.71273356000003,127.14804618624436,1.0,92.0,336.73150634765625,0.4538355469703674
24534,37.87164865500008,355.2180593327421,1.0,100.0,289.38751220703125,0.0759413540363311
24536,33.01226861000002,29.06543164727108,1.0,55.0,376.4517822265625,0.5081730484962463
24537,33.46325736000002,25.4693217935332,1.0,76.0,289.6962890625,0.5438726544380188
24542,32.85902738,38.82734299389708,0.0,26.0,312.3675231933594,0.6684615015983582
24553,31.633952045000022,216.19393451597736,0.0,22.0,332.0045166015625,0.6268348693847656
24557,34.003494410000016,169.29826098434268,1.0,36.0,337.8812561035156,0.4939342439174652
24558,31.44396710000001,97.47737903996176,0.0,31.0,295.832275390625,0.6594190001487732
24565,33.32102975000002,142.57020265589418,0.0,17.0,334.8007507324219,0.627249538898468
24569,35.12631398000002,173.13339024343082,1.0,92.0,290.4867553710937,0.4103822410106659
24570,33.31960557500004,25.907834645286105,1.0,39.0,309.2250061035156,0.6211333274841309
24571,33.024231680000014,52.35501579233778,1.0,38.0,345.1020202636719,0.5431121587753296
24574,34.53993366000002,93.97327775390306,0.0,26.0,371.6102600097656,0.4670513570308685
24575,37.43718033500002,4.74835540027856,1.0,78.0,299.4832763671875,0.3526490926742553
24576,33.73992709000004,115.68233734824132,0.0,28.0,335.8427734375,0.5804814696311951
24577,34.857999410000005,243.9336589115996,1.0,90.0,352.2685241699219,0.3795101642608642
24578,33.701854145000034,146.7338694542906,1.0,42.0,344.802001953125,0.5093039870262146
24589,33.04103694500003,50.16785248974151,0.0,18.0,320.6395263671875,0.5665409564971924
24590,32.42057137000003,35.342654798832484,0.0,24.0,344.1420288085937,0.6667184829711914
24591,34.81726800500002,17.056448698002676,0.0,48.0,359.9832763671875,0.5129508376121521
24592,32.775285890000035,9.869090700336091,0.0,12.0,318.343994140625,0.6356041431427002
24599,35.48587069500004,115.44450336313744,0.0,73.0,327.1027526855469,0.505213737487793
24602,32.96156798,5.016104801155855,0.0,68.0,336.64324951171875,0.5548445582389832
24608,34.06340470500001,99.07094994914438,0.0,13.0,340.6802673339844,0.5695632696151733
24614,31.79431415000001,160.6494897946641,0.0,28.0,392.6637573242188,0.5267576575279236
24615,34.11458006000002,1.4344370009488538,0.0,85.0,360.4942626953125,0.24599589407444
24617,32.67815715500002,5.9077142538844685,0.0,12.0,340.197265625,0.6800858974456787
24619,33.678782510000005,70.4172414934448,1.0,100.0,337.98126220703125,0.085096038877964
24621,34.613800870000034,27.0723243007459,0.0,14.0,286.8385009765625,0.3838468194007873
24626,34.963958030000015,5.719881998080045,1.0,55.0,323.1280212402344,0.5277255773544312
24627,35.066973355000044,89.61711999303667,0.0,23.0,362.99853515625,0.359712153673172
24638,33.92848785999999,41.1516740003452,0.0,30.0,311.6295166015625,0.5839904546737671
24639,37.08616866999999,136.4178941585258,1.0,98.0,291.1990051269531,0.3035925030708313
24640,40.32170438000004,385.1454569850832,1.0,100.0,288.57452392578125,0.122316338121891
24659,35.35760000000003,40.19177115295895,0.0,100.0,290.4517822265625,0.3657588958740234
24661,34.99956240500001,2.0755347598047904,0.0,55.0,306.41278076171875,0.436620146036148
24663,34.24873734500004,94.57306409877022,1.0,53.0,368.9207763671875,0.549347996711731
24671,31.309240145000032,51.779449255049016,0.0,0.0,336.82501220703125,0.5971018075942993
24674,36.78433851500002,304.31838067224066,0.0,77.0,290.4532775878906,0.1902275681495666
24677,33.71324754500003,0.1995544003411889,0.0,30.0,345.2265014648437,0.5158998370170593
24678,34.169458270000035,153.9316171993781,0.0,44.0,338.8960266113281,0.5076497793197632
24687,33.659983400000016,93.3482063405716,0.0,38.0,352.7635192871094,0.5082237124443054
24691,35.40545228000002,34.22212545287919,0.0,25.0,287.11700439453125,0.4177674651145935
24692,32.278533650000014,3.863275791603801,0.0,4.0,326.2020263671875,0.6912472248077393
24695,33.848829005000006,31.98534155481352,0.0,52.0,371.5387573242188,0.4947965145111084
24704,33.81284485,16.880993253144492,0.0,39.0,328.92901611328125,0.6377627849578857
24713,33.53408633000004,21.14482309453419,1.0,27.0,328.64227294921875,0.5890331268310547
24716,36.39838709000004,35.931898393000026,1.0,38.0,287.91949462890625,0.5987269282341003
24724,34.54050332999999,42.27586709965831,0.0,38.0,359.3342590332031,0.5368062257766724
24725,37.73369357000001,99.47253348976432,1.0,100.0,287.20050048828125,0.3402711749076843
24732,37.04268386,199.9846164970174,1.0,97.0,297.5260009765625,0.1845445930957794
24733,33.97301706500003,11.53697499839319,0.0,12.0,332.1907653808594,0.6133500933647156
24734,39.15900790999999,259.8060000035912,0.0,100.0,289.9130249023437,0.1202824190258979
24748,34.07593744500002,178.07657401268494,1.0,48.0,313.8175048828125,0.4275917708873749
24749,34.718999930000024,32.29081580116719,0.0,29.0,339.8810119628906,0.4967727363109588
24750,33.45983933999998,32.08249055342571,0.0,48.0,311.9820251464844,0.5219043493270874
24751,34.94772243500003,40.02881349728477,1.0,71.0,292.13653564453125,0.4507063031196594
24753,37.106202065000005,5.719821900275633,0.0,34.0,285.9135131835937,0.3921236097812652
24756,32.12244407000004,4.145003150455518,0.0,28.0,325.40826416015625,0.5476698279380798
24759,34.469199635000024,61.12853134898228,0.0,48.0,357.87176513671875,0.5323982834815979
24766,35.21603700500002,114.28224079941248,1.0,65.0,350.53424072265625,0.4041731357574463
24767,37.98168991000004,364.66442813867707,1.0,100.0,299.0032653808594,0.1773475408554077
24770,33.64118429000003,13.760789896410072,0.0,55.0,336.1612548828125,0.4960809350013733
24784,34.859993255,96.2971015342496,1.0,100.0,341.7392578125,0.4857490956783294
24785,37.16668203000001,212.14124139242227,0.0,0.0,289.9457702636719,0.621360719203949
24788,34.27104942,125.13735725662887,0.0,0.0,306.7480163574219,0.614243745803833
24791,31.25369732000001,19.7669783699052,0.0,12.0,313.218994140625,0.5789074897766113
24795,34.75773749,140.32314599677667,1.0,69.0,325.0052490234375,0.503934919834137
24797,33.90722018,171.428141594274,1.0,83.0,348.8485107421875,0.5487999320030212
24798,34.11885258500003,210.40139534319653,1.0,64.0,321.04803466796875,0.5533813238143921
24801,28.967611610000027,2.396387850265588,0.0,0.0,344.48150634765625,0.7053636908531189
24802,38.88442697000004,104.66830120249224,1.0,46.0,288.530029296875,0.4310131967067718
24804,35.72532198500002,18.560471548972505,0.0,20.0,291.0235290527344,0.6127318739891052
24805,34.20240418499999,40.219748948661625,0.0,22.0,343.2402648925781,0.6468558311462402
24815,35.21195437,60.02924650024994,1.0,77.0,324.3007507324219,0.4297291040420532
24826,34.13423367499999,196.1713361527475,1.0,100.0,310.5050048828125,0.2777039706707001
24836,35.125459475000014,54.38409229566985,1.0,100.0,297.6937561035156,0.2129474580287933
24850,40.951474565000034,31.294924997130224,1.0,100.0,289.4515075683594,0.1598083227872848
24851,33.50560283000003,91.4942963620204,0.0,13.0,339.1807556152344,0.6331297755241394
24852,32.86206562,12.444060396061774,0.0,3.0,349.145263671875,0.6676264405250549
24857,33.36650840499999,88.29022794159802,0.0,44.0,302.2635192871094,0.7352952361106873
24859,33.24754231999998,50.18812955108643,0.0,40.0,309.530029296875,0.5432644486427307
24860,35.668734765,229.9285003977089,0.0,34.0,291.6025085449219,0.554257869720459
24865,36.17517139500005,2.667217198648701,1.0,51.0,327.1885070800781,0.4969036877155304
24868,32.03727840500003,178.45574638910412,0.0,24.0,319.2482604980469,0.6988574266433716
24873,34.69013665000002,206.3607210010111,1.0,70.0,334.29052734375,0.5070443749427795
24891,34.715866745000014,71.4482809031689,1.0,84.0,342.6532592773437,0.4284783899784088
24892,31.01785394000001,49.08133749328563,0.0,10.0,374.3702697753906,0.6463529467582703
24894,33.509400630000044,43.47355014690354,1.0,31.0,352.456787109375,0.654853105545044
24896,35.613096995000035,111.06566819579854,1.0,86.0,297.35552978515625,0.4919124245643616
24897,30.811063730000043,28.71224823805659,0.0,27.0,332.3917541503906,0.6294595003128052
24898,32.12472275000005,85.71523475723282,1.0,43.0,324.6442565917969,0.5782050490379333
24901,34.96737605000001,34.353636204501065,1.0,83.0,352.8962707519531,0.3811950981616974
24902,34.95997034000004,106.46362345194144,1.0,61.0,352.6202697753906,0.4307326674461365
24904,27.962998565000007,9.710671000048608,0.0,0.0,331.4990234375,0.7500860691070557
24919,33.96532652000003,102.5643188848239,1.0,71.0,325.4620056152344,0.4728702008724212
24920,32.778988745000014,164.29754289630085,1.0,55.0,322.69775390625,0.5074189901351929
24924,31.88508157000002,12.219651498390048,0.0,43.0,341.3362731933594,0.6634537577629089
24927,32.85674870000001,127.00510530074642,1.0,40.0,355.6510009765625,0.5660481452941895
24931,31.900272769999983,16.12503749669143,0.0,0.0,370.7292785644531,0.4349249899387359
24932,37.183107515000025,82.16884520929395,0.0,24.0,290.124267578125,0.6335610151290894
24933,36.20042676500001,16.13757130282088,0.0,43.0,295.8687744140625,0.4465180337429046
24946,36.28530759500004,293.1278372268275,1.0,90.0,288.0247802734375,0.5173010230064392
24948,33.422715845000035,311.27168736497333,0.0,33.0,310.4830322265625,0.6434450149536133
24950,35.51824694000001,144.9919999949634,1.0,38.0,307.95953369140625,0.4242386817932129
24958,31.94727054500003,12.37658139981453,0.0,46.0,297.73101806640625,0.5219513773918152
24972,33.865634270000015,0.4525532017556607,0.0,33.0,293.9745178222656,0.5417445302009583
24980,35.72798044499999,3.01292256026906,0.0,66.0,363.1177673339844,0.3175852596759796
24982,31.74817088000001,63.86880175567326,0.0,8.0,383.75677490234375,0.6439998149871826
24995,35.79406216500001,2.649315954298664,0.0,100.0,287.4012451171875,0.2442836314439773
25003,32.634102675000015,1.9398185986591256,1.0,55.0,376.44927978515625,0.4834358692169189
25004,39.49425870500003,140.49181589842587,1.0,74.0,287.3017578125,0.2276659458875656
25009,35.10324234500001,154.48875905570873,1.0,57.0,293.135009765625,0.4201481938362121
25012,30.515405000000012,17.644170504662682,0.0,0.0,331.02203369140625,0.7582078576087952
25013,33.76518246000003,11.553880995632946,0.0,2.0,332.5565185546875,0.6496655344963074
25015,30.931833770000047,162.38248096751667,0.0,22.0,331.4412841796875,0.6651584506034851
25020,32.040126755000024,26.167328644207814,0.0,7.0,328.21502685546875,0.6493222713470459
25022,38.27203172000003,9.99693304785743,0.0,8.0,290.1022644042969,0.6500759720802307
25023,32.037373350000045,62.21188324404145,0.0,0.0,300.75177001953125,0.7771266102790833
25024,30.817045265000004,9.034186202390464,0.0,0.0,352.6640014648437,0.7767033576965332
25033,34.750616615,93.40715260649878,0.0,45.0,377.3017578125,0.5532318353652954
25034,35.47780036999999,152.6090000011027,1.0,80.0,365.9077758789063,0.4971257150173187
25037,33.22171728000004,26.572241996827437,0.0,21.0,383.260009765625,0.5888091921806335
25042,35.90277419000003,44.09929069823764,0.0,28.0,293.85675048828125,0.597432553768158
25045,37.63637494499998,306.64391956997844,1.0,100.0,289.08599853515625,0.1908715516328811
25046,32.70749516000001,128.00342725263917,0.0,33.0,354.3105163574219,0.5156710147857666
25049,33.625043640000044,139.38887284085274,1.0,79.0,291.7445068359375,0.5206072330474854
25051,36.45535409000002,107.85468808439488,0.0,68.0,302.769775390625,0.5433706045150757
25054,35.08463312500004,146.72682329804843,0.0,22.0,361.2667846679688,0.5233724117279053
25069,34.86597479000002,74.23713794659021,1.0,61.0,332.947509765625,0.5394510626792908
25087,32.474500130000024,123.90826589689811,1.0,38.0,334.2230224609375,0.6886079907417297
25092,34.55749848500001,93.63299854673085,1.0,74.0,299.1025085449219,0.4686310589313507
25093,34.64655689500003,105.16473860353123,1.0,89.0,320.1382751464844,0.2706330716609955
25101,34.678553360000045,30.799450398570645,0.0,7.0,307.1935119628906,0.6150366067886353
25102,33.029928379999994,75.51278098608888,0.0,31.0,333.42352294921875,0.5404776930809021
25103,36.971190275000026,156.97200000286102,0.0,98.0,290.98175048828125,0.3057802021503448
25104,33.65200802000003,33.48979505192426,1.0,90.0,298.11700439453125,0.4900890588760376
25111,33.560860820000045,32.4386146983106,0.0,6.0,328.8212585449219,0.6669229865074158
25112,34.55550463999998,128.48544406075814,0.0,20.0,376.5262756347656,0.5821544528007507
25114,34.83796601500002,124.3717970055612,0.0,53.0,371.9710083007813,0.5052100419998169
25119,32.95245326000004,50.422255200831934,0.0,49.0,356.8787536621094,0.5650218725204468
25123,38.513571800000015,400.0,1.0,100.0,288.38201904296875,0.1532367765903473
25132,33.479398010000004,99.28862664916676,0.0,93.0,286.613525390625,0.5428946614265442
25133,32.42209049,64.38577451155503,0.0,25.0,336.4327697753906,0.716143786907196
25134,32.70122879,75.02368820265971,0.0,27.0,351.4852600097656,0.6673173308372498
25145,33.601877060000035,222.3712012893887,1.0,91.0,345.0555114746094,0.4925376176834106
25146,35.62050270500003,137.9262753109384,0.0,58.0,319.2245178222656,0.538268506526947
25149,30.79055561000003,184.2881479962513,0.0,30.0,359.5707702636719,0.6429712772369385
25152,35.535621875000025,193.67532599947367,0.0,100.0,293.1930236816406,0.2085659503936767
25153,32.65423101500002,163.4501429674859,0.0,0.0,346.55926513671875,0.5654245018959045
25162,33.94026104000005,79.55420990349394,0.0,18.0,313.4585266113281,0.615019679069519
25167,33.87180569500002,107.15927741745314,0.0,66.0,321.3970031738281,0.5453724265098572
25168,33.587635310000024,61.42582900034535,1.0,31.0,386.0917663574219,0.5961815714836121
25170,33.67337064500001,113.63758104186186,1.0,55.0,325.07550048828125,0.5308519601821899
25173,34.12179588000003,41.546895451579566,0.0,25.0,384.4240112304688,0.5426241159439087
25182,36.64448453000002,178.20453405883742,0.0,46.0,293.0630187988281,0.6124579310417175
25188,34.041377465000025,21.503860194496948,0.0,24.0,337.2422790527344,0.5136595964431763
25197,37.19763410000001,68.2621085155204,0.0,32.0,287.9595031738281,0.5429609417915344
25201,34.59310286000001,33.23834149340419,1.0,79.0,370.0315246582031,0.4393451809883117
25207,34.36950738499999,33.0491924503227,0.0,22.0,352.8415222167969,0.5281786918640137
25212,30.97057133000001,9.90095065323558,0.0,0.0,304.7875061035156,0.7301325798034668
25213,35.30063300000003,93.82258599674282,0.0,41.0,324.7232666015625,0.5705773830413818
25214,38.00685033500004,141.38105099227883,0.0,92.0,293.0632629394531,0.2180467993021011
25229,32.22526950500003,19.75609005175014,0.0,16.0,290.3237609863281,0.6041220426559448
25236,34.517051915000025,135.56263668597808,1.0,57.0,369.321533203125,0.4889131784439087
25237,34.70589752000001,5.071368898454054,0.0,33.0,319.8760070800781,0.6205756664276123
25239,30.77261100500002,63.30258924189294,1.0,24.0,365.1460266113281,0.6496613025665283
25240,34.321085435000015,67.36749829311455,1.0,54.0,337.69677734375,0.5756104588508606
25241,34.79533571000001,66.57039585880739,1.0,48.0,290.3392639160156,0.4551289975643158
25243,32.58824424000003,215.13455676473785,0.0,31.0,328.24951171875,0.6244900226593018
25244,32.97666423499999,158.53577720531462,0.0,17.0,330.5007629394531,0.519761323928833
25249,34.77568209500004,142.11997836146742,0.0,41.0,333.1820068359375,0.3620145916938782
25254,31.507485305000017,89.9195288630979,1.0,80.0,326.4550170898437,0.5172854065895081
25255,33.913296660000015,203.15340990053383,1.0,34.0,310.72802734375,0.5440885424613953
25256,37.10544250500004,40.06443283170233,1.0,100.0,294.7952575683594,0.3852122128009796
25257,33.180701039999995,55.99395749485541,0.0,38.0,363.7525024414063,0.5519388318061829
25263,34.71273356000001,125.71804490452578,1.0,65.0,323.051513671875,0.435064822435379
25265,33.368407305000034,5.639045901357921,0.0,3.0,326.6192626953125,0.6956413984298706
25268,34.02713571500003,66.82899450015373,1.0,75.0,292.3317565917969,0.5570314526557922
25274,33.995993755,24.929665253242465,0.0,71.0,317.8152770996094,0.5540547966957092
25276,37.88294711,258.1361315542767,1.0,100.0,294.854248046875,0.2827408909797668
25277,35.79966392000004,40.56962920260926,0.0,51.0,345.54376220703125,0.4785486757755279
25280,33.19627202000002,22.442224054152597,0.0,31.0,316.1395263671875,0.5316867232322693
25288,34.76077573000002,21.95180735251228,1.0,77.0,352.97003173828125,0.3901192247867584
25291,34.998423065000026,20.888335200925265,0.0,24.0,307.92926025390625,0.508573591709137
25296,33.42300068000006,112.32526425297968,1.0,45.0,360.7112731933594,0.4735878705978393
25297,35.005259105000015,74.55700928985657,1.0,33.0,291.0390014648437,0.4517599940299988
25298,33.930956430000045,38.03948604617146,1.0,65.0,316.44775390625,0.4737941324710846
25301,36.794402685000016,206.62481675490503,1.0,96.0,291.15826416015625,0.2675419449806213
25303,34.74378057500001,80.12341200165135,0.0,45.0,351.5557861328125,0.4894138276576996
25304,34.35982299500002,98.8204275488932,1.0,68.0,301.19024658203125,0.5307663679122925
25310,33.415025300000025,21.963268197826768,0.0,23.0,331.0570068359375,0.6620575785636902
25311,40.50437856000004,197.94840625616865,1.0,100.0,296.90802001953125,0.1053597852587699
25315,32.77604545000001,119.07249839807052,0.0,27.0,371.3485107421875,0.5352464914321899
25320,33.03932793500004,2.9014750017238318,0.0,6.0,308.66650390625,0.6550660133361816
25322,35.25097676500005,119.25037255826776,1.0,40.0,289.572509765625,0.4969209730625152
25325,34.92066311000002,2.666696249971669,0.0,51.0,316.66650390625,0.3497622907161712
25326,39.62214961999999,223.42311385434076,1.0,87.0,285.7652587890625,0.300617903470993
25328,34.68510456500002,99.31784525818412,1.0,30.0,288.9760131835937,0.4865062236785888
25330,35.33794638499999,78.5115283598917,0.0,18.0,327.77374267578125,0.5970625877380371
25332,34.03169307499999,158.42556565626728,1.0,53.0,289.99151611328125,0.3990083336830139
25334,31.59796789000003,0.0449220200457009,0.0,0.0,359.3690185546875,0.7039333581924438
25336,35.089570265000035,214.3583579877868,1.0,58.0,336.4297790527344,0.5590210556983948
25338,33.92877269499999,36.01829289693046,1.0,33.0,346.61724853515625,0.6460168361663818
25339,34.84375766000005,70.83008700217233,0.0,23.0,293.7474975585937,0.6124036908149719
25342,34.814324710000044,200.2856282051041,1.0,38.0,339.79400634765625,0.5335686206817627
25343,35.29094861,67.27896340192851,0.0,32.0,364.4457702636719,0.4559300541877746
