,flaeche,buildup,imprevious,DGM,NDVI
21946,3.1092556510524307,0.0,0.0,346.0247802734375,0.6840403079986572
21947,13.076106997956506,1.0,47.0,346.2765197753906,0.6656925678253174
21950,149.44341800941694,1.0,100.0,291.7890014648437,0.2033224999904632
21965,101.64876390807343,1.0,44.0,330.10076904296875,0.5466728210449219
21966,113.01439649641624,1.0,100.0,289.2217712402344,0.2412128299474716
21971,187.5338580337818,1.0,85.0,331.9517822265625,0.3539809584617615
21973,154.18901920870093,1.0,54.0,299.89801025390625,0.5527195334434509
21977,168.90255746653716,0.0,22.0,353.9140014648437,0.6265227794647217
21980,225.10293985497515,0.0,28.0,285.90875244140625,0.6954101324081421
21993,329.6764415028402,1.0,100.0,289.6650085449219,0.2889986038208008
21996,126.36984895275272,0.0,23.0,321.1572570800781,0.6788349747657776
21998,53.55993574938987,0.0,43.0,313.8395080566406,0.6476569175720215
22000,181.5711545933761,1.0,51.0,328.0450134277344,0.6527626514434814
22004,124.85375059415718,1.0,42.0,344.6175231933594,0.5688869953155518
22006,4.676659501400005,1.0,74.0,293.374267578125,0.2502118051052093
22011,213.0722492536274,1.0,57.0,343.7045288085937,0.5165644288063049
22012,217.43847154271847,1.0,73.0,325.4867553710937,0.6339322924613953
22013,100.44167306030548,1.0,82.0,290.4937744140625,0.2497517466545105
22015,27.197167598978705,1.0,46.0,339.38702392578125,0.696906566619873
22018,110.84113155646097,1.0,28.0,289.4422607421875,0.5708328485488892
22020,44.6793862581279,1.0,39.0,309.85125732421875,0.6332494020462036
22023,111.84508995997908,1.0,56.0,325.5882568359375,0.5784595012664795
22033,28.28828635133644,1.0,58.0,344.0005187988281,0.5917738676071167
22034,201.70987272441485,1.0,62.0,319.1715087890625,0.401032030582428
22036,303.2522520774333,0.0,31.0,288.30975341796875,0.5401058793067932
22037,0.4880946003303393,0.0,0.0,312.14227294921875,0.7959057092666626
22040,41.76487269439683,0.0,4.0,296.7967529296875,0.4526164531707763
22043,93.44596445526996,0.0,79.0,289.6470031738281,0.2179380357265472
22047,63.57595874971239,0.0,13.0,366.8497619628906,0.6827638745307922
22053,40.06868400529231,0.0,14.0,364.2210083007813,0.5885815620422363
22060,147.80810449317457,1.0,71.0,343.040283203125,0.4444238841533661
22061,11.557052749730213,0.0,0.0,398.1955261230469,0.8209971785545349
22062,92.53192881994694,1.0,60.0,328.12652587890625,0.4832541048526764
22063,68.56391268945424,1.0,49.0,377.9537658691406,0.5330083966255188
22069,72.35540620358898,1.0,47.0,324.3412475585937,0.5479937791824341
22075,190.13495471177228,1.0,100.0,287.34228515625,0.2268474102020263
22089,70.03982190188259,0.0,16.0,310.44500732421875,0.5422319173812866
22090,83.767816298129,0.0,18.0,298.47576904296875,0.6638238430023193
22091,159.71864334870537,0.0,13.0,289.8345031738281,0.7227247357368469
22093,111.72161962892226,0.0,33.0,368.7585144042969,0.5450170636177063
22095,83.13899800183452,1.0,47.0,346.5445251464844,0.5306760668754578
22099,235.2319999970496,1.0,100.0,289.8002624511719,0.2420571744441986
22101,35.41658524908506,0.0,43.0,357.9315185546875,0.49049973487854
22102,144.6150927578647,0.0,30.0,334.8760070800781,0.5941867232322693
22106,4.606400001576542,0.0,0.0,355.9097595214844,0.6322543621063232
22108,65.33228780955729,0.0,50.0,319.2867736816406,0.5513145923614502
22111,62.2931579490332,0.0,60.0,452.18951416015625,0.3149590492248535
22116,158.86137925421917,0.0,33.0,345.84552001953125,0.5248244404792786
22117,142.12027930457532,1.0,59.0,353.7130126953125,0.5171653628349304
22121,29.57831639358428,0.0,49.0,308.95953369140625,0.54351407289505
22127,91.89879761047268,0.0,11.0,380.93701171875,0.6163907647132874
22129,67.8570498558338,0.0,10.0,329.2660217285156,0.5956847071647644
22130,143.32831844424993,1.0,63.0,326.58526611328125,0.5901546478271484
22132,27.121268404562343,0.0,41.0,333.16851806640625,0.5308417677879333
22133,232.61351264207812,1.0,100.0,291.64453125,0.2983880937099457
22136,110.67866704134951,1.0,62.0,287.5245056152344,0.4538564682006836
22137,80.93895159959693,0.0,33.0,330.2275085449219,0.542881190776825
22138,379.8142261544021,1.0,100.0,288.8105163574219,0.1379532068967819
22139,125.14267850300595,1.0,72.0,293.05426025390625,0.137955293059349
22142,53.71188559287574,0.0,32.0,296.3730163574219,0.5878397226333618
22143,21.354067047341445,0.0,21.0,310.7270202636719,0.5851807594299316
22144,100.62740846574675,1.0,52.0,298.8620300292969,0.5800129771232605
22146,46.42412694466016,0.0,4.0,326.1642761230469,0.706404447555542
22149,148.4357512339129,1.0,67.0,335.8397827148437,0.4385130107402801
22158,271.2991349380523,1.0,100.0,291.5610046386719,0.1453568786382675
22162,129.0337269029658,0.0,5.0,376.5532836914063,0.5334214568138123
22163,57.03034015722746,0.0,0.0,287.54901123046875,0.5753620862960815
22166,88.14659730681444,0.0,15.0,323.29901123046875,0.6186610460281372
22170,73.22555435509227,0.0,2.0,295.353759765625,0.5632289052009583
22173,127.79806394985296,1.0,48.0,321.8810119628906,0.6095942258834839
22181,161.32194095462782,1.0,55.0,317.2610168457031,0.5510077476501465
22183,80.36772291782138,0.0,22.0,325.8740234375,0.5373857617378235
22184,140.2537269998177,1.0,93.0,316.8237609863281,0.4338518381118774
22185,93.09017044771925,1.0,48.0,308.5795288085937,0.6969720125198364
22187,60.0663940004887,0.0,27.0,369.291259765625,0.502690315246582
22190,35.404121797263514,0.0,41.0,325.11199951171875,0.6267396211624146
22191,3.964735148003033,1.0,51.0,328.3415222167969,0.5483096241950989
22195,57.86826187550844,0.0,20.0,341.5565185546875,0.5315532684326172
22197,6.522395501229547,0.0,0.0,328.9932556152344,0.7335982322692871
22203,221.4817891117122,0.0,22.0,330.6835327148437,0.5927082300186157
22206,17.21348610418267,1.0,100.0,289.47003173828125,0.2228957861661911
22208,276.2904982993061,1.0,100.0,297.4835205078125,0.1587069630622863
22210,148.44979006028998,1.0,37.0,354.30078125,0.6021090745925903
22211,184.3004304920142,1.0,38.0,341.84625244140625,0.6004840731620789
22212,169.07224890774384,0.0,19.0,340.19952392578125,0.5895501375198364
22214,46.561942947248006,0.0,41.0,338.602783203125,0.5711413621902466
22221,21.693807097977302,1.0,65.0,342.95477294921875,0.455886960029602
22223,94.26290621513584,1.0,72.0,359.8027648925781,0.5284322500228882
22228,101.89773909258132,1.0,70.0,327.29327392578125,0.5810162425041199
22232,17.721028549362277,0.0,18.0,343.2300109863281,0.5529500246047974
22233,312.25459426704214,1.0,50.0,353.62677001953125,0.6613911390304565
22234,186.8942199462426,0.0,54.0,302.6722717285156,0.5060401558876038
22235,138.82243421012927,1.0,73.0,350.978515625,0.4149271845817566
22246,94.66810995885687,1.0,60.0,345.7550048828125,0.4484393000602722
22250,180.30536615614847,0.0,42.0,303.96026611328125,0.5197865962982178
22251,51.31319310658582,1.0,60.0,350.1552734375,0.5255345702171326
22253,376.5422862926288,1.0,74.0,299.83526611328125,0.6213569641113281
22254,103.65139979878096,1.0,75.0,328.29901123046875,0.5377593040466309
22257,36.669922762412114,0.0,5.0,332.67578125,0.6164939403533936
22261,163.25753469628663,1.0,98.0,292.93377685546875,0.282455712556839
22264,176.29566950966375,1.0,95.0,304.4747619628906,0.0164088923484087
22268,41.674677502637486,0.0,47.0,324.64501953125,0.5388090014457703
22270,41.02279280566907,0.0,0.0,329.3617553710937,0.5333964824676514
22271,136.64181835752476,0.0,93.0,289.7612609863281,0.237420305609703
22273,211.1127134614983,0.0,0.0,342.75653076171875,0.7277578115463257
22277,57.334892010620784,0.0,48.0,402.26800537109375,0.546617329120636
22278,130.2416062470392,1.0,54.0,334.9952697753906,0.5297613739967346
22285,364.1760680416124,1.0,100.0,289.3817749023437,0.0832907184958458
22297,79.00535920061685,0.0,25.0,335.1852722167969,0.5731421113014221
22302,26.37676445109224,0.0,20.0,355.6290283203125,0.4819604158401489
22309,63.51318451697293,0.0,11.0,376.45703125,0.6372074484825134
22313,123.0518594733906,1.0,80.0,337.56103515625,0.4849235415458679
22315,89.9567023984061,0.0,9.0,320.87701416015625,0.6812577843666077
22321,168.72430234754134,1.0,97.0,292.27301025390625,0.2326727509498596
22323,18.77596660004428,0.0,6.0,352.63153076171875,0.6817817091941833
22326,62.0481942020884,0.0,0.0,305.4042663574219,0.6590398550033569
22328,131.75041509890025,1.0,57.0,330.72076416015625,0.4407250881195068
22329,5.001024872041435,0.0,12.0,306.4520263671875,0.6258631348609924
22330,11.926615506048712,0.0,100.0,302.22802734375,0.2956684529781341
22331,110.49363195703712,1.0,49.0,364.43353271484375,0.5158387422561646
22339,84.8677209962056,0.0,9.0,294.4825134277344,0.6753122210502625
22341,3.4326933001604125,0.0,40.0,357.43426513671875,0.5036741495132446
22344,151.1745796536517,1.0,56.0,368.0367736816406,0.5083143711090088
22345,63.22217720359191,0.0,52.0,345.2867736816406,0.5604555606842041
22347,104.4501552480084,0.0,99.0,354.16925048828125,0.3729926943778991
22353,128.2101009905825,0.0,19.0,290.5145263671875,0.7017925977706909
22357,49.7587930070644,0.0,29.0,337.8792724609375,0.5039495229721069
22359,26.48889120320068,0.0,23.0,296.322265625,0.6708848476409912
22363,41.86452379927616,1.0,28.0,311.7122802734375,0.5548576712608337
22364,157.07444433069543,0.0,3.0,331.31427001953125,0.6139958500862122
22367,26.51653015145544,1.0,40.0,334.5455322265625,0.605067789554596
22368,37.57632799652375,0.0,7.0,332.7885131835937,0.6091812252998352
22370,223.82614740612215,1.0,100.0,364.019775390625,0.2844845056533813
22377,29.728526156241823,1.0,34.0,316.9282531738281,0.5526124835014343
22381,223.79698177329703,1.0,85.0,295.42901611328125,0.637319803237915
22383,183.55829520205225,1.0,64.0,300.5800170898437,0.5322169661521912
22385,4.8924736001412885,0.0,21.0,326.0292663574219,0.5600625872612
22386,1.3519685412983715,0.0,19.0,328.8167724609375,0.6431974768638611
22389,70.4864110160478,0.0,63.0,301.2140197753906,0.2544266283512115
22390,1.7743377497264594,0.0,9.0,355.15301513671875,0.6350337266921997
22392,9.113238603537896,0.0,40.0,342.52752685546875,0.4981259107589721
22393,96.83361940198888,1.0,45.0,344.9010009765625,0.6475597620010376
22398,255.95540345228164,1.0,100.0,289.7247619628906,0.2570923864841461
22402,134.7428669052065,1.0,100.0,303.7275085449219,0.2846382856369018
22405,42.051569495877374,1.0,53.0,293.3687744140625,0.3664677441120147
22408,99.66905230134476,0.0,0.0,425.6292724609375,0.4350060224533081
22413,0.1834937002363532,0.0,7.0,332.13427734375,0.6625945568084717
22426,141.7975016526462,0.0,39.0,308.791259765625,0.6142399311065674
22430,23.371960855021616,0.0,65.0,352.70477294921875,0.4383526444435119
22432,39.76482580316681,0.0,100.0,287.4485168457031,0.2757814824581146
22444,5.07952540083888,1.0,29.0,343.64453125,0.4745363295078277
22448,239.1069254731821,1.0,30.0,320.0010070800781,0.2699708044528961
22452,91.53532719404198,1.0,45.0,318.8317565917969,0.524604856967926
22454,45.21535599762775,0.0,0.0,400.8082580566406,0.7226824760437012
22464,132.92587810895105,0.0,16.0,288.9537658691406,0.6574989557266235
22466,36.88127140670993,0.0,39.0,328.82427978515625,0.528697669506073
22469,87.57246905863998,1.0,56.0,289.94952392578125,0.4704831838607788
22471,32.235801794574336,0.0,14.0,295.4070129394531,0.5581563115119934
22472,12.371800981207064,0.0,22.0,337.50653076171875,0.6823902726173401
22474,6.058224499579996,1.0,55.0,362.5845031738281,0.4966879785060882
22475,257.2796051062294,1.0,48.0,287.7032470703125,0.4722504317760467
22476,15.524201651386347,0.0,19.0,355.4840087890625,0.5174451470375061
22481,14.528212804370934,0.0,0.0,328.791259765625,0.6801113486289978
22484,159.77969313350326,1.0,59.0,317.13153076171875,0.4168046712875366
22489,104.244797810723,1.0,53.0,365.5250244140625,0.4951805174350738
22492,1.218645750137886,0.0,31.0,339.56475830078125,0.5622615814208984
22495,12.956297202248692,1.0,100.0,289.3832702636719,0.4505601525306701
22497,138.38959100783353,1.0,45.0,313.8130187988281,0.4941516816616058
22504,4.479107699366431,0.0,0.0,352.1357727050781,0.4030464887619018
22505,33.51095499575444,0.0,26.0,379.1007690429688,0.5144388675689697
22506,65.67038424031564,1.0,44.0,338.74151611328125,0.5296222567558289
22508,127.30525860712436,1.0,52.0,291.13702392578125,0.3406479060649872
22509,400.00100240271394,1.0,100.0,288.5085144042969,0.1230957210063934
22514,51.14929199682976,1.0,92.0,289.84326171875,0.2677328586578369
22515,103.36607800184063,1.0,89.0,349.2045288085937,0.5463473796844482
22522,128.78252550624393,0.0,3.0,303.2650146484375,0.6651191115379333
22528,77.5085587974141,0.0,13.0,301.5780029296875,0.6207775473594666
22532,38.63393699613615,0.0,9.0,290.36102294921875,0.5548688769340515
22533,26.290246347487027,0.0,10.0,309.0985107421875,0.6291913390159607
22535,31.543554503738267,0.0,28.0,353.696533203125,0.5426198244094849
22537,112.53862845823188,0.0,74.0,327.18377685546875,0.4684092402458191
22539,78.10296300324075,0.0,47.0,288.7507629394531,0.277995765209198
22541,108.26017280486566,1.0,53.0,368.9110107421875,0.4330995976924896
22543,3.660866950037548,0.0,95.0,287.4795227050781,0.239818662405014
22546,88.64030934258703,0.0,0.0,355.5555114746094,0.6834738254547119
22547,370.0282328064594,1.0,100.0,290.1922607421875,0.0512554496526718
22551,357.26572669134833,1.0,87.0,347.59228515625,0.2937990725040436
22552,76.94484264275647,1.0,19.0,334.5577697753906,0.4800199270248413
22555,65.84312613783953,1.0,27.0,348.9825134277344,0.6317060589790344
22559,19.39783035115408,1.0,47.0,300.1157531738281,0.6299153566360474
22565,152.06157940058677,1.0,98.0,319.134521484375,0.4838130176067352
22566,364.7086599853673,1.0,100.0,298.738037109375,0.1733706146478653
22570,120.0148649557782,0.0,14.0,338.4795227050781,0.5704622268676758
22575,89.0416269027267,1.0,73.0,325.11700439453125,0.4731791317462921
22576,67.64597850280033,1.0,100.0,341.6197509765625,0.4520927965641022
22578,135.98603819384522,0.0,15.0,356.89776611328125,0.6129943132400513
22584,130.0778949418921,0.0,23.0,324.71026611328125,0.6753789782524109
22585,207.8696862579703,1.0,56.0,303.3570251464844,0.5564850568771362
22591,169.55239870197252,1.0,100.0,290.4100036621094,0.3562676310539245
22595,7.540891600336806,1.0,44.0,341.00225830078125,0.4764254987239837
22609,8.253642901179473,0.0,49.0,372.9800415039063,0.5580703020095825
22626,192.54761386159484,1.0,66.0,313.1807556152344,0.5760073661804199
22627,59.324079007916346,0.0,0.0,323.53302001953125,0.5871784090995789
22628,61.15659950186751,0.0,39.0,328.04302978515625,0.5645970702171326
22636,117.31118200610814,0.0,19.0,329.061767578125,0.6449957489967346
22637,245.8476850150632,1.0,100.0,289.45977783203125,0.2620204389095306
22642,70.78535179878344,1.0,68.0,325.19049072265625,0.4775401651859283
22646,91.70893699878576,1.0,93.0,303.2347717285156,0.2379451245069503
22648,328.1294833988158,1.0,52.0,300.9430236816406,0.4596073627471924
22662,382.7689522166422,1.0,100.0,288.38153076171875,0.2466692179441452
22663,0.0369499249573674,0.0,4.0,294.7225036621094,0.698940634727478
22669,24.018734854876097,0.0,2.0,341.5115051269531,0.6769716143608093
22670,80.89413545584208,0.0,31.0,326.2977600097656,0.5413636565208435
22672,82.17631015058284,0.0,35.0,335.6232604980469,0.5322118401527405
22680,62.10378100185553,1.0,97.0,331.2322692871094,0.3973673284053802
22681,125.09382820747904,1.0,47.0,357.5447692871094,0.4265450537204742
22682,169.68864750776856,0.0,10.0,320.9545288085937,0.5590553879737854
22690,87.17273860898852,0.0,0.0,351.60174560546875,0.7050845623016357
22692,23.653671605339973,0.0,8.0,313.103271484375,0.6163297295570374
22695,162.12022069967236,0.0,35.0,368.947509765625,0.5780692100524902
22705,62.694324795732335,0.0,33.0,381.8162841796875,0.5895350575447083
22706,47.83900000154972,1.0,48.0,289.9537658691406,0.2741473913192749
22708,77.56261484183707,1.0,48.0,360.0492553710937,0.4383974969387054
22712,104.64900850611012,1.0,49.0,381.3935241699219,0.619836688041687
22713,0.2627248447552628,0.0,38.0,290.7242431640625,0.6765614151954651
22715,111.60611539687378,1.0,52.0,345.759033203125,0.4514407217502594
22717,27.3200615998513,1.0,66.0,323.2850341796875,0.5236806273460388
22719,140.055790950517,1.0,92.0,322.0610046386719,0.4605659544467926
22720,119.48458360187615,0.0,68.0,290.1755065917969,0.0952920913696289
22723,76.86651749677512,1.0,68.0,327.96099853515625,0.5222222805023193
22727,73.92345266738238,0.0,43.0,367.5260009765625,0.43687903881073
22728,12.77332934896342,0.0,13.0,360.1500244140625,0.6513542532920837
22732,92.6331262048483,1.0,81.0,359.6640014648437,0.4537945389747619
22735,106.6036143489836,1.0,95.0,347.0837707519531,0.536455512046814
22737,16.920380797376318,0.0,55.0,312.4012451171875,0.5426119565963745
22739,55.7794493141313,1.0,14.0,287.0927734375,0.3297633826732635
22741,176.31765675737643,1.0,66.0,297.218505859375,0.2806236147880554
22746,201.81620300508857,0.0,23.0,371.8135070800781,0.5538699626922607
22747,9.918376998934942,0.0,0.0,362.9840087890625,0.7687797546386719
22751,130.25696995014326,1.0,84.0,314.7587585449219,0.5365487933158875
22752,43.16591380081785,0.0,51.0,348.14703369140625,0.4921051263809204
22758,44.99421680356735,0.0,0.0,371.3377685546875,0.5734818577766418
22759,47.335391008779006,0.0,49.0,290.5295104980469,0.1078434363007545
22760,25.29315674139721,0.0,24.0,316.54302978515625,0.6152267456054688
22764,4.492021251344578,1.0,100.0,301.7300109863281,0.3018972873687744
22766,20.540763899232022,0.0,11.0,314.2825012207031,0.6289170980453491
22767,46.467540995999805,1.0,71.0,332.6190185546875,0.5140230655670166
22768,137.2762026498117,1.0,85.0,327.8085327148437,0.5128737092018127
22773,52.95320180570624,0.0,6.0,330.6542663574219,0.6008400321006775
22776,87.29302849922145,0.0,38.0,289.6514892578125,0.6720558404922485
22783,149.2064088426781,0.0,42.0,344.9172668457031,0.6841790080070496
22785,241.5895667579134,1.0,100.0,289.36651611328125,0.0199349988251924
22786,123.5314511547553,0.0,34.0,312.0375061035156,0.5682646632194519
22793,25.82953722274006,1.0,100.0,289.5002746582031,0.0489850603044033
22795,120.46920261089728,1.0,44.0,337.1630249023437,0.3579348623752594
22799,0.3157155997548677,0.0,13.0,368.8627624511719,0.6092320680618286
22800,74.62466294682619,0.0,12.0,334.968505859375,0.6237702965736389
22801,11.47560850020982,0.0,7.0,340.68475341796875,0.6477742791175842
22804,55.74342734314316,1.0,46.0,370.4382629394531,0.4213464558124542
22809,27.592970996782785,0.0,41.0,348.6412658691406,0.6670756936073303
22813,78.0631530491541,0.0,0.0,317.74627685546875,0.7394093871116638
22814,195.91058464252376,1.0,59.0,363.2780151367188,0.5088348388671875
22817,52.22659580227376,0.0,11.0,343.6917724609375,0.6210447549819946
22818,22.59624504855669,0.0,0.0,378.311279296875,0.7453085780143738
22821,21.13041584686976,0.0,0.0,342.8797607421875,0.6310248970985413
22823,59.79092600521238,0.0,29.0,308.2705078125,0.5493558049201965
22824,87.40372357517599,1.0,100.0,297.2247619628906,0.3189530074596405
22829,97.09078391265233,1.0,66.0,320.2015380859375,0.5013982057571411
22832,9.03747670172462,0.0,90.0,351.7367553710937,0.3838585615158081
22835,37.7502249951196,0.0,0.0,406.061767578125,0.7752841114997864
22837,62.97067148243111,0.0,29.0,368.83050537109375,0.5723369121551514
22842,158.7427096413615,1.0,29.0,340.11376953125,0.5171908736228943
22843,359.59529085925254,1.0,100.0,289.5572509765625,0.1547975838184356
22851,327.02460206658185,1.0,100.0,289.34149169921875,0.1152572333812713
22853,2.174798850184537,1.0,63.0,305.7684936523437,0.3408313691616058
22857,15.795165755112118,0.0,18.0,364.978515625,0.6045960187911987
22862,185.36281143324968,1.0,56.0,326.4942626953125,0.595512330532074
22863,274.0698510079393,0.0,30.0,323.9277648925781,0.4767866730690002
22865,284.37829295299133,1.0,100.0,290.3317565917969,0.201321005821228
22866,135.3842291502952,1.0,95.0,290.65850830078125,0.2910086214542389
22867,70.3085343026123,1.0,20.0,294.7772827148437,0.6153296828269958
22874,130.75868390748107,0.0,8.0,332.7447814941406,0.6320644021034241
22876,48.07529804348802,0.0,39.0,354.0397644042969,0.5234773755073547
22880,5.695639800406997,0.0,0.0,387.666015625,0.7908291816711426
22885,10.583996401189143,0.0,0.0,301.5712585449219,0.6427633762359619
22889,1.765313849290775,0.0,12.0,349.207763671875,0.6521671414375305
22899,17.976450998629048,1.0,72.0,314.5370178222656,0.5802459716796875
22910,15.300401848244736,1.0,57.0,385.17626953125,0.5058876276016235
22911,14.656453304225376,0.0,0.0,415.3250122070313,0.7432963252067566
22915,98.59287669452074,0.0,4.0,292.1552734375,0.571341872215271
22919,320.48161650063025,1.0,42.0,288.5870056152344,0.3672809898853302
22920,12.113319999901876,0.0,0.0,285.363525390625,0.811511218547821
22934,110.71170499129992,0.0,10.0,301.9070129394531,0.6936005353927612
22935,174.92683580114775,0.0,21.0,308.9745178222656,0.631284773349762
22937,57.90026873349776,1.0,35.0,323.7135009765625,0.5654534101486206
22943,99.82300170340385,0.0,33.0,309.82000732421875,0.5902585983276367
22946,98.66703650283048,0.0,0.0,356.770263671875,0.2969994246959686
22948,77.49964495231511,0.0,40.0,301.3267822265625,0.5134900808334351
22949,11.22346149708887,1.0,18.0,290.04278564453125,0.6579663753509521
22954,33.11793170324795,0.0,0.0,326.73126220703125,0.6268530488014221
22959,4.653926022183365,0.0,100.0,290.02001953125,0.2521348297595978
22977,2.943736400387768,0.0,9.0,370.14501953125,0.5952728390693665
22979,65.97047855813389,0.0,0.0,355.8137512207031,0.684056282043457
22985,1.4232622015480858,0.0,69.0,315.8810119628906,0.492167979478836
22986,74.05402834030082,1.0,58.0,325.1882629394531,0.5340684652328491
22991,107.41706290096649,1.0,99.0,327.759033203125,0.3322831094264984
22993,168.80413824899404,1.0,100.0,298.7657775878906,0.2093975841999054
22994,392.535576949172,1.0,100.0,288.6335144042969,0.07406897097826
22995,195.0556742822053,0.0,17.0,333.5702514648437,0.5737963914871216
22996,22.66989349608287,0.0,24.0,345.60699462890625,0.612617015838623
22997,93.25623970469096,0.0,19.0,329.3067626953125,0.5796642899513245
23008,231.43418200295187,1.0,100.0,293.6220092773437,0.3035292327404022
23010,14.195318997434477,0.0,23.0,374.343505859375,0.611988365650177
23014,33.401961398784124,0.0,22.0,367.529541015625,0.5588130950927734
23016,1.9825595506984564,0.0,34.0,310.0317687988281,0.6038665771484375
23017,8.617263996499277,0.0,89.0,290.39501953125,0.2426485568284988
23021,68.66765210635808,0.0,9.0,349.46051025390625,0.6208664178848267
23025,16.70625444877514,1.0,51.0,375.9215087890625,0.5718219876289368
23034,102.10775848769754,1.0,58.0,301.4562683105469,0.4898251295089721
23042,0.3832608001942753,1.0,80.0,287.6727600097656,0.5206739902496338
23043,92.29079824820644,0.0,17.0,346.0865173339844,0.5878098607063293
23053,332.01662079586885,1.0,98.0,298.84375,0.4124961495399475
23055,26.02754889529702,0.0,44.0,370.572998046875,0.5144750475883484
23056,0.277671609991494,0.0,77.0,365.5665283203125,0.4194791316986084
23064,135.96962054250423,0.0,25.0,315.9512634277344,0.5954890847206116
23066,26.80902899800819,1.0,85.0,345.91802978515625,0.3678390085697174
23073,54.21701329937465,0.0,7.0,286.9349975585937,0.5479371547698975
23078,77.83213412279427,1.0,100.0,287.853271484375,0.4170038104057312
23080,21.717262996101088,0.0,16.0,294.4282531738281,0.505217969417572
23082,2.447891390361548,0.0,45.0,290.10552978515625,0.224843829870224
23085,5.187552798954671,0.0,34.0,329.02301025390625,0.5957638025283813
23089,50.04660150807897,0.0,9.0,307.4515075683594,0.5628145337104797
23097,188.7507538550569,0.0,25.0,345.0360107421875,0.6081843376159668
23098,151.10291223825422,1.0,37.0,338.9015197753906,0.5383832454681396
23099,201.09074521604848,1.0,23.0,328.41900634765625,0.4546138644218445
23104,145.20989040358597,1.0,76.0,354.66827392578125,0.438455730676651
23113,141.68237408608186,0.0,12.0,294.80474853515625,0.6354032754898071
23116,6.13122990104506,0.0,0.0,317.5110168457031,0.6385074257850647
23117,73.80480719645281,0.0,38.0,330.4677734375,0.5790640115737915
23119,168.34928125252353,0.0,74.0,336.59552001953125,0.4726727604866028
23122,93.5604206520899,1.0,68.0,317.957763671875,0.6021378636360168
23123,58.345625055945206,0.0,68.0,327.093017578125,0.5068151354789734
23125,16.227997499494403,0.0,0.0,356.2792663574219,0.7168396711349487
23127,110.62494244458094,0.0,38.0,333.0800170898437,0.6103140711784363
23128,17.212659948141642,0.0,50.0,323.25201416015625,0.6071842908859253
23130,149.11284858732702,0.0,31.0,300.87701416015625,0.6130889654159546
23132,41.52056844615021,1.0,100.0,316.5502624511719,0.4085282981395721
23134,41.23789129739308,0.0,13.0,342.5145263671875,0.71409672498703
23140,68.91402999238649,0.0,30.0,297.39752197265625,0.60883629322052
23143,240.8171177057516,0.0,23.0,332.3417663574219,0.5785855650901794
23144,1.0230849001226876,0.0,11.0,286.5220031738281,0.6955766677856445
23145,10.123449148823417,0.0,3.0,340.13800048828125,0.5353925824165344
23147,245.5215851695744,0.0,100.0,286.76202392578125,0.2653923630714416
23152,38.20074210019378,0.0,61.0,328.4255065917969,0.5099558234214783
23157,282.01178717863434,1.0,57.0,299.71600341796875,0.5107128024101257
23161,65.12648415134932,0.0,67.0,334.2447814941406,0.5053539872169495
23170,168.88310810867355,1.0,50.0,332.4620056152344,0.5027329921722412
23171,156.1191122528155,1.0,80.0,318.3470153808594,0.4182190895080566
23181,274.3007695924896,1.0,100.0,290.4877624511719,0.214049607515335
23182,0.4284968512168579,0.0,0.0,374.124267578125,0.7448862791061401
23183,51.3446858018958,1.0,36.0,367.8722534179688,0.53670334815979
23190,32.30743159660051,0.0,29.0,344.8277587890625,0.5454481840133667
23192,241.22961269964816,0.0,23.0,332.98651123046875,0.579268217086792
23194,60.67064439486686,1.0,97.0,292.15478515625,0.3252714276313782
23199,4.0020262993478015,0.0,0.0,384.3330078125,0.7651714086532593
23200,110.42034780488628,0.0,0.0,317.67852783203125,0.6807994842529297
23203,122.7362044053553,0.0,47.0,350.7855224609375,0.4037013649940491
23207,138.0399243971439,0.0,42.0,306.53350830078125,0.4807618856430053
23211,143.26045844594256,1.0,37.0,340.0215148925781,0.5550678968429565
23213,59.35160985635801,1.0,80.0,342.177001953125,0.3966533541679382
23215,55.12199399998583,1.0,100.0,285.77850341796875,0.2773943543434143
23217,0.114458849906649,0.0,0.0,326.6880187988281,0.7119652032852173
23218,11.868567649077258,0.0,36.0,325.489013671875,0.697670042514801
23225,225.59960073226569,1.0,100.0,294.7502746582031,0.2826694548130035
23229,276.009848895275,1.0,76.0,289.34002685546875,0.2262278497219085
23230,77.22670955317075,1.0,36.0,354.5652770996094,0.4250563085079193
23236,3.8740525007119775,0.0,0.0,317.9487609863281,0.7987591624259949
23242,7.749895599762747,1.0,87.0,289.0777587890625,0.2036202996969223
23247,97.40010060224958,1.0,85.0,288.16851806640625,0.4292190670967102
23249,5.209434500712037,0.0,5.0,327.9355163574219,0.6836852431297302
23252,189.03211176532855,0.0,53.0,295.1520080566406,0.6229230761528015
23257,46.428447803325405,0.0,58.0,320.425537109375,0.5940607786178589
23260,57.23463699929869,0.0,8.0,346.25225830078125,0.723624050617218
23261,2.7659290002699515,1.0,97.0,287.02899169921875,0.2380400896072387
23271,1.6323137011545814,1.0,100.0,288.9045104980469,0.3375667631626129
23272,135.90080268614403,1.0,40.0,324.8440246582031,0.5680230259895325
23277,48.100457358018815,0.0,28.0,321.66851806640625,0.6210481524467468
23281,88.47834090806623,0.0,18.0,347.35626220703125,0.6232564449310303
23282,47.75605024397181,0.0,41.0,296.8752746582031,0.5475301742553711
23287,171.33129659783097,0.0,67.0,428.25726318359375,0.4179697036743164
23288,11.331706108303608,1.0,85.0,314.4355163574219,0.5352081656455994
